id,emp_no,title,from_date,to_date
184043,224287,Engineer,1999-03-04,9999-01-01
184392,224519,Senior Engineer,2001-03-19,9999-01-01
185751,225463,Staff,1998-08-11,9999-01-01
185026,224960,Staff,1999-10-09,9999-01-01
185761,225471,Engineer,1994-01-07,1999-01-07
185762,225471,Senior Engineer,1999-01-07,9999-01-01
186064,225680,Staff,1998-08-14,9999-01-01
185811,225507,Senior Staff,1997-02-23,9999-01-01
185982,225623,Staff,1999-09-21,9999-01-01
187686,226753,Engineer,1988-11-16,1995-11-17
186876,226221,Senior Staff,1996-07-17,9999-01-01
186877,226221,Staff,1988-07-17,1996-07-17
187687,226753,Senior Engineer,1995-11-17,9999-01-01
188598,227384,Engineer,2000-01-18,9999-01-01
187753,226798,Engineer,1999-02-10,9999-01-01
187873,226879,Engineer,1998-05-30,9999-01-01
187913,226908,Staff,1997-12-08,9999-01-01
189274,227848,Senior Staff,1997-01-22,9999-01-01
189086,227718,Senior Staff,2000-07-23,9999-01-01
189087,227718,Staff,1995-07-24,2000-07-23
188838,227546,Engineer,1992-04-16,1997-04-16
188839,227546,Senior Engineer,1997-04-16,9999-01-01
189183,227786,Engineer,1999-01-19,9999-01-01
189275,227848,Staff,1992-01-23,1997-01-22
189354,227903,Assistant Engineer,1998-11-24,9999-01-01
190399,228619,Engineer,1986-11-13,1991-11-13
189548,228034,Senior Engineer,1991-01-24,9999-01-01
189429,227950,Staff,1995-02-07,9999-01-01
189442,227959,Senior Staff,1992-01-29,9999-01-01
190035,228371,Staff,1998-11-15,9999-01-01
190400,228619,Senior Engineer,1991-11-13,9999-01-01
190428,228640,Technique Leader,1999-08-18,9999-01-01
190440,228649,Staff,1994-09-29,2002-02-06
191018,229045,Assistant Engineer,1999-04-10,9999-01-01
191087,229092,Assistant Engineer,1992-07-10,1998-07-10
191088,229092,Engineer,1998-07-10,9999-01-01
191112,229111,Senior Engineer,1989-10-20,9999-01-01
190878,228948,Senior Staff,1987-08-03,9999-01-01
190903,228968,Engineer,1995-11-24,9999-01-01
191945,229678,Senior Staff,1990-07-29,9999-01-01
191388,229300,Engineer,1995-08-04,9999-01-01
191447,229339,Engineer,1985-05-25,1991-05-25
191448,229339,Senior Engineer,1991-05-25,9999-01-01
192303,229920,Engineer,2000-01-15,9999-01-01
193842,230959,Engineer,1991-12-27,1996-12-26
192561,230094,Engineer,1989-02-26,1996-02-27
192562,230094,Senior Engineer,1996-02-27,9999-01-01
193058,230430,Staff,1994-01-06,9999-01-01
193072,230440,Senior Engineer,1996-11-02,9999-01-01
193444,230685,Technique Leader,1997-07-20,9999-01-01
193843,230959,Senior Engineer,1996-12-26,9999-01-01
193898,230997,Senior Staff,1993-06-27,9999-01-01
193899,230997,Staff,1988-06-27,1993-06-27
194257,231247,Senior Staff,2001-11-29,9999-01-01
194258,231247,Staff,1994-11-29,2001-11-29
194147,231170,Engineer,1995-05-04,9999-01-01
194879,231677,Senior Staff,1996-07-18,9999-01-01
194160,231179,Assistant Engineer,1992-10-09,2001-10-09
194161,231179,Engineer,2001-10-09,9999-01-01
194190,231200,Senior Staff,2000-03-22,9999-01-01
194191,231200,Staff,1993-03-22,2000-03-22
194676,231532,Engineer,1986-07-28,1991-07-28
194677,231532,Senior Engineer,1991-07-28,9999-01-01
194731,231569,Senior Staff,1987-07-12,9999-01-01
194796,231616,Engineer,1998-05-25,9999-01-01
194880,231677,Staff,1989-07-18,1996-07-18
195669,232212,Senior Staff,1999-07-17,9999-01-01
195670,232212,Staff,1992-07-16,1999-07-17
196428,232721,Senior Staff,1990-04-26,9999-01-01
195517,232110,Senior Staff,1998-07-21,9999-01-01
195518,232110,Staff,1993-07-21,1998-07-21
195613,232175,Technique Leader,1993-08-11,9999-01-01
195968,232409,Engineer,1997-08-08,9999-01-01
196011,232438,Staff,1999-09-12,9999-01-01
196786,232959,Staff,1998-06-28,9999-01-01
196736,232927,Senior Staff,2001-11-09,9999-01-01
196737,232927,Staff,1992-11-09,2001-11-09
196545,232802,Technique Leader,1993-04-10,9999-01-01
198657,234208,Senior Staff,2002-03-13,9999-01-01
198453,234069,Senior Staff,1995-08-12,9999-01-01
198454,234069,Staff,1990-08-12,1995-08-12
198513,234106,Staff,1998-07-03,9999-01-01
197331,233316,Senior Staff,2001-10-01,9999-01-01
197332,233316,Staff,1995-10-02,2001-10-01
198305,233968,Engineer,1990-09-28,1997-09-28
198306,233968,Senior Engineer,1997-09-28,9999-01-01
198658,234208,Staff,1996-03-13,2002-03-13
199030,234458,Senior Staff,1998-09-28,9999-01-01
199031,234458,Staff,1989-09-28,1998-09-28
199434,234721,Senior Staff,1997-08-19,9999-01-01
199384,234691,Senior Staff,1992-09-07,9999-01-01
199385,234691,Staff,1985-09-07,1992-09-07
199782,234973,Staff,1997-04-28,9999-01-01
199462,234741,Engineer,1990-12-21,1998-12-21
199463,234741,Senior Engineer,1998-12-21,9999-01-01
200102,235187,Senior Staff,1991-07-18,9999-01-01
200003,235122,Engineer,1996-08-09,9999-01-01
200982,235774,Staff,1998-07-28,9999-01-01
200326,235346,Senior Staff,1992-06-07,9999-01-01
200327,235346,Staff,1987-06-08,1992-06-07
200339,235354,Staff,1999-11-08,9999-01-01
200713,235598,Staff,1997-05-06,9999-01-01
200785,235645,Senior Staff,1985-11-26,9999-01-01
200865,235695,Engineer,1999-09-17,9999-01-01
201851,236386,Technique Leader,1999-07-22,9999-01-01
201264,235975,Assistant Engineer,1995-11-16,2001-11-15
201265,235975,Engineer,2001-11-15,9999-01-01
201199,235927,Engineer,2000-01-06,9999-01-01
201876,236402,Senior Staff,1996-09-12,9999-01-01
201877,236402,Staff,1991-09-13,1996-09-12
202259,236662,Engineer,1991-04-20,1998-04-20
202082,236546,Staff,1997-09-12,9999-01-01
202136,236583,Staff,1998-09-21,9999-01-01
202151,236593,Staff,1998-10-02,9999-01-01
202260,236662,Senior Engineer,1998-04-20,9999-01-01
203121,237247,Engineer,1999-01-31,9999-01-01
202996,237162,Staff,1997-08-01,9999-01-01
203523,237524,Engineer,1998-10-02,9999-01-01
204400,238125,Engineer,1996-10-31,9999-01-01
204767,238383,Senior Staff,1999-02-27,9999-01-01
204768,238383,Staff,1994-02-27,1999-02-27
204783,238392,Senior Staff,2001-01-11,9999-01-01
204784,238392,Staff,1993-01-11,2001-01-11
204803,238403,Senior Engineer,1996-08-22,9999-01-01
205114,238619,Engineer,1986-09-30,1991-09-30
204850,238435,Senior Staff,1992-06-16,9999-01-01
205115,238619,Senior Engineer,1991-09-30,9999-01-01
208543,240944,Senior Engineer,1999-04-17,9999-01-01
205324,238758,Senior Staff,1999-05-18,9999-01-01
205355,238778,Senior Staff,1999-09-05,9999-01-01
205760,239059,Technique Leader,1988-09-02,9999-01-01
206494,239551,Staff,1998-06-28,9999-01-01
207372,240144,Senior Staff,2002-01-22,9999-01-01
207373,240144,Staff,1997-01-22,2002-01-22
207873,240489,Staff,1998-02-03,9999-01-01
208193,240711,Engineer,1992-01-03,2000-01-03
208194,240711,Senior Engineer,2000-01-03,9999-01-01
208258,240755,Senior Engineer,1985-07-17,9999-01-01
206253,239389,Staff,1999-08-20,9999-01-01
206309,239426,Engineer,1994-08-09,9999-01-01
206674,239673,Staff,1999-03-22,9999-01-01
206744,239721,Senior Staff,1997-12-01,9999-01-01
206745,239721,Staff,1988-12-01,1997-12-01
207544,240263,Technique Leader,1995-05-21,9999-01-01
207916,240516,Staff,1999-06-24,9999-01-01
207928,240526,Senior Staff,1997-04-04,9999-01-01
208322,240796,Senior Staff,1993-05-11,9999-01-01
208323,240796,Staff,1986-05-11,1993-05-11
208391,240843,Engineer,1994-02-17,2000-02-17
208392,240843,Senior Engineer,2000-02-17,9999-01-01
209517,241622,Staff,1998-05-05,9999-01-01
208802,241127,Senior Engineer,1991-04-18,9999-01-01
209175,241385,Engineer,1996-10-16,9999-01-01
208844,241157,Staff,1997-11-11,9999-01-01
208912,241205,Senior Engineer,1995-01-26,9999-01-01
210265,242118,Senior Staff,1998-03-17,9999-01-01
210266,242118,Staff,1993-03-17,1998-03-17
210280,242128,Engineer,1995-07-16,9999-01-01
210655,242389,Staff,1998-03-01,9999-01-01
210704,242427,Staff,1999-08-28,9999-01-01
210425,242229,Senior Staff,2000-11-03,9999-01-01
210426,242229,Staff,1994-11-04,2000-11-03
210646,242381,Engineer,2000-01-17,9999-01-01
210781,242476,Staff,1999-06-23,9999-01-01
211686,243091,Senior Engineer,1997-09-15,9999-01-01
212661,243742,Senior Staff,1998-09-06,9999-01-01
212823,243845,Engineer,1994-11-04,9999-01-01
212081,243354,Engineer,1994-01-18,9999-01-01
212466,243609,Engineer,1999-08-04,9999-01-01
213286,244153,Senior Staff,2001-03-22,9999-01-01
213287,244153,Staff,1994-03-22,2001-03-22
215449,245629,Engineer,1992-04-15,2001-04-15
213666,244413,Engineer,1999-05-20,9999-01-01
213850,244532,Engineer,1999-08-24,9999-01-01
215124,245413,Senior Staff,1999-07-27,9999-01-01
215125,245413,Staff,1993-07-27,1999-07-27
213534,244322,Senior Staff,2002-05-09,9999-01-01
213535,244322,Staff,1994-05-09,2002-05-09
215050,245358,Senior Staff,2000-08-10,9999-01-01
215051,245358,Staff,1994-08-11,2000-08-10
215062,245366,Engineer,1985-07-08,1992-07-08
215063,245366,Senior Engineer,1992-07-08,9999-01-01
215236,245488,Staff,1997-08-16,9999-01-01
215312,245542,Senior Staff,1999-01-13,9999-01-01
215313,245542,Staff,1994-01-13,1999-01-13
215450,245629,Senior Engineer,2001-04-15,9999-01-01
216491,246332,Senior Engineer,1999-12-02,9999-01-01
218218,247509,Engineer,1994-04-12,9999-01-01
217020,246691,Senior Engineer,1999-06-23,9999-01-01
217084,246733,Staff,1999-05-12,9999-01-01
217133,246769,Senior Staff,2000-02-22,9999-01-01
217134,246769,Staff,1995-02-22,2000-02-22
217616,247095,Staff,1996-08-07,9999-01-01
217687,247144,Engineer,1999-11-18,9999-01-01
217702,247155,Senior Staff,1999-03-24,9999-01-01
217703,247155,Staff,1994-03-24,1999-03-24
218419,247644,Senior Engineer,1996-02-18,9999-01-01
218610,247775,Staff,1998-12-02,9999-01-01
216762,246511,Senior Engineer,1994-08-29,9999-01-01
217234,246835,Engineer,1993-11-27,2000-11-27
217235,246835,Senior Engineer,2000-11-27,9999-01-01
217759,247194,Senior Staff,1993-04-30,9999-01-01
219046,248072,Staff,1999-09-21,9999-01-01
220550,249105,Staff,1999-09-08,9999-01-01
218832,247929,Technique Leader,1995-10-16,9999-01-01
219279,248232,Staff,1997-04-07,9999-01-01
220304,248931,Senior Staff,2001-06-01,9999-01-01
220305,248931,Staff,1995-06-02,2001-06-01
220348,248960,Engineer,1999-11-11,9999-01-01
219222,248192,Senior Staff,2000-11-10,9999-01-01
219223,248192,Staff,1995-11-11,2000-11-10
219250,248211,Senior Staff,1997-01-23,9999-01-01
219251,248211,Staff,1992-01-24,1997-01-23
219554,248418,Senior Staff,2001-02-09,9999-01-01
219555,248418,Staff,1993-02-09,2001-02-09
219566,248426,Senior Staff,1997-05-22,9999-01-01
219567,248426,Staff,1991-05-23,1997-05-22
219972,248699,Senior Staff,1994-05-18,9999-01-01
219973,248699,Staff,1989-05-18,1994-05-18
220452,249032,Senior Staff,1991-04-25,9999-01-01
220465,249041,Technique Leader,1997-11-12,9999-01-01
220979,249398,Engineer,1985-12-14,1993-12-14
220804,249285,Senior Staff,1999-01-18,9999-01-01
220805,249285,Staff,1993-01-18,1999-01-18
220846,249313,Senior Staff,1990-03-08,9999-01-01
220980,249398,Senior Engineer,1993-12-14,9999-01-01
220749,249246,Engineer,1997-11-30,9999-01-01
221415,249684,Staff,1998-05-31,9999-01-01
221456,249712,Engineer,1997-04-27,9999-01-01
221470,249722,Senior Engineer,1998-07-07,9999-01-01
222771,250595,Engineer,1997-08-05,9999-01-01
221314,249614,Assistant Engineer,1999-08-06,9999-01-01
222098,250144,Senior Staff,1991-07-22,9999-01-01
223311,250964,Technique Leader,1997-11-11,9999-01-01
223091,250810,Engineer,1991-12-06,1997-12-05
223092,250810,Senior Engineer,1997-12-05,9999-01-01
223141,250840,Engineer,1997-08-12,9999-01-01
222667,250528,Senior Staff,1988-09-19,9999-01-01
224179,251548,Engineer,1993-10-22,9999-01-01
223593,251154,Technique Leader,1999-01-23,9999-01-01
224109,251501,Senior Staff,1994-01-04,9999-01-01
224110,251501,Staff,1987-01-04,1994-01-04
223567,251136,Staff,1999-09-28,9999-01-01
224286,251623,Engineer,1990-11-18,1999-11-18
224287,251623,Senior Engineer,1999-11-18,9999-01-01
224386,251688,Engineer,1987-03-21,1996-03-20
224387,251688,Senior Engineer,1996-03-20,9999-01-01
225444,252391,Senior Staff,1998-07-30,9999-01-01
224933,252054,Engineer,1992-01-05,2000-01-05
224934,252054,Senior Engineer,2000-01-05,9999-01-01
225263,252268,Assistant Engineer,1994-10-11,2001-10-11
225264,252268,Engineer,2001-10-11,9999-01-01
225382,252351,Senior Engineer,1991-05-24,9999-01-01
225110,252170,Engineer,1994-09-09,1999-09-09
225111,252170,Senior Engineer,1999-09-09,9999-01-01
226558,253148,Technique Leader,1988-11-22,9999-01-01
225639,252523,Engineer,1993-08-17,2000-08-17
225640,252523,Senior Engineer,2000-08-17,9999-01-01
226083,252810,Engineer,1990-11-08,1997-11-08
226084,252810,Senior Engineer,1997-11-08,9999-01-01
226111,252830,Technique Leader,1989-12-13,9999-01-01
226137,252849,Senior Staff,2000-09-04,9999-01-01
226138,252849,Staff,1995-09-05,2000-09-04
226478,253091,Senior Engineer,1997-04-04,9999-01-01
227134,253538,Engineer,1991-06-26,2000-06-25
226968,253427,Senior Engineer,1993-11-11,9999-01-01
226982,253437,Engineer,1997-03-02,9999-01-01
227019,253463,Staff,1994-11-02,9999-01-01
226786,253301,Staff,1998-01-29,9999-01-01
226878,253367,Engineer,1998-09-24,9999-01-01
227204,253583,Engineer,1999-05-20,9999-01-01
227249,253613,Senior Staff,1997-07-25,9999-01-01
227250,253613,Staff,1991-07-26,1997-07-25
227135,253538,Senior Engineer,2000-06-25,9999-01-01
228397,254403,Engineer,1995-12-25,9999-01-01
227502,253794,Senior Staff,1996-06-28,9999-01-01
228186,254262,Assistant Engineer,1997-07-12,2002-07-12
228187,254262,Engineer,2002-07-12,9999-01-01
227958,254103,Technique Leader,1986-05-13,9999-01-01
230214,255643,Engineer,1999-04-01,9999-01-01
228712,254616,Senior Staff,1996-10-18,9999-01-01
229448,255117,Staff,1997-02-22,9999-01-01
229992,255488,Engineer,1998-05-22,9999-01-01
228483,254461,Staff,2000-01-30,9999-01-01
229923,255443,Senior Engineer,1992-12-27,9999-01-01
230653,255942,Engineer,1998-09-24,9999-01-01
230449,255803,Staff,1999-10-01,9999-01-01
231336,256399,Engineer,1995-01-03,2001-01-02
231380,256429,Engineer,1987-01-26,1995-01-26
231381,256429,Senior Engineer,1995-01-26,9999-01-01
231096,256239,Senior Staff,2001-07-21,9999-01-01
231097,256239,Staff,1992-07-21,2001-07-21
231337,256399,Senior Engineer,2001-01-02,9999-01-01
231900,256781,Staff,1997-07-28,9999-01-01
231572,256565,Senior Engineer,1992-05-06,9999-01-01
231986,256840,Senior Engineer,1997-12-12,9999-01-01
232011,256857,Staff,1998-04-19,9999-01-01
232946,257490,Assistant Engineer,1994-04-15,2001-04-15
232264,257033,Senior Engineer,1986-05-18,9999-01-01
232947,257490,Engineer,2001-04-15,9999-01-01
233702,257998,Senior Staff,2000-03-23,9999-01-01
233439,257823,Senior Staff,1995-05-12,9999-01-01
233147,257623,Staff,1995-11-24,9999-01-01
233162,257632,Senior Staff,1997-12-18,9999-01-01
233163,257632,Staff,1991-12-19,1997-12-18
233584,257922,Senior Engineer,1993-08-08,9999-01-01
233703,257998,Staff,1992-03-23,2000-03-23
234012,258208,Senior Staff,1999-06-22,9999-01-01
233948,258166,Engineer,1985-02-04,1991-02-04
233949,258166,Senior Engineer,1991-02-04,9999-01-01
234293,258403,Assistant Engineer,1999-12-05,9999-01-01
233831,258087,Senior Staff,1995-11-05,9999-01-01
233832,258087,Staff,1989-11-05,1995-11-05
234149,258299,Staff,1999-04-10,9999-01-01
234043,258229,Engineer,1999-02-04,9999-01-01
234465,258524,Engineer,1987-03-16,1993-03-15
234466,258524,Senior Engineer,1993-03-15,9999-01-01
235967,259530,Technique Leader,1988-07-03,9999-01-01
235423,259170,Engineer,1999-02-06,9999-01-01
236262,259728,Staff,1997-12-18,9999-01-01
237150,260315,Senior Staff,2000-07-19,9999-01-01
237322,260431,Senior Engineer,1994-08-15,9999-01-01
236795,260087,Senior Staff,1993-07-05,9999-01-01
236796,260087,Staff,1987-07-06,1993-07-05
236867,260135,Assistant Engineer,1993-02-06,1999-02-06
236868,260135,Engineer,1999-02-06,9999-01-01
237151,260315,Staff,1993-07-19,2000-07-19
237704,260691,Technique Leader,1993-03-18,9999-01-01
237575,260605,Staff,1998-05-09,2002-02-09
237742,260718,Senior Staff,1998-06-29,9999-01-01
239395,261845,Senior Staff,1998-11-17,9999-01-01
238089,260956,Staff,1998-04-06,9999-01-01
238132,260983,Engineer,1996-12-27,9999-01-01
238160,261003,Assistant Engineer,1998-02-09,9999-01-01
238476,261217,Senior Staff,1996-07-08,9999-01-01
238477,261217,Staff,1988-07-08,1996-07-08
238310,261105,Senior Staff,2000-11-13,9999-01-01
238311,261105,Staff,1993-11-13,2000-11-13
239251,261746,Engineer,1996-04-05,2002-04-05
239252,261746,Senior Engineer,2002-04-05,9999-01-01
239396,261845,Staff,1993-11-17,1998-11-17
239713,262057,Staff,1999-06-17,9999-01-01
239727,262065,Staff,1998-11-15,9999-01-01
239760,262085,Senior Staff,1992-10-27,9999-01-01
240433,262540,Technique Leader,1988-07-27,9999-01-01
240220,262393,Senior Engineer,1997-01-15,9999-01-01
240459,262558,Senior Staff,1986-11-14,9999-01-01
240953,262890,Senior Staff,1999-12-12,9999-01-01
240539,262612,Staff,1999-11-09,9999-01-01
240549,262620,Engineer,1999-09-11,9999-01-01
240562,262628,Technique Leader,1999-06-15,9999-01-01
240623,262673,Engineer,1996-10-27,9999-01-01
241875,263518,Senior Engineer,1985-08-04,9999-01-01
241139,263015,Engineer,1998-08-16,9999-01-01
241635,263353,Engineer,1996-04-15,2001-04-15
241636,263353,Senior Engineer,2001-04-15,9999-01-01
242198,263738,Engineer,1991-07-13,1996-07-12
242199,263738,Senior Engineer,1996-07-12,9999-01-01
242272,263786,Staff,1999-08-18,9999-01-01
243379,264535,Engineer,1986-07-11,1992-07-10
242105,263673,Staff,1996-10-15,9999-01-01
242169,263717,Senior Staff,1998-10-09,9999-01-01
242170,263717,Staff,1989-10-09,1998-10-09
243037,264306,Senior Staff,1995-08-25,9999-01-01
243038,264306,Staff,1989-08-25,1995-08-25
242418,263884,Staff,1998-05-22,9999-01-01
243380,264535,Senior Engineer,1992-07-10,9999-01-01
244606,265351,Assistant Engineer,1998-12-25,9999-01-01
243519,264625,Senior Staff,1997-07-16,9999-01-01
243965,264920,Staff,1994-09-08,9999-01-01
244296,265143,Technique Leader,1994-04-24,9999-01-01
244468,265257,Engineer,2000-01-26,9999-01-01
244480,265266,Senior Staff,1998-11-15,9999-01-01
244481,265266,Staff,1991-11-15,1998-11-15
245633,266051,Engineer,1994-07-11,1999-07-11
245328,265845,Senior Engineer,1994-08-11,9999-01-01
245772,266147,Staff,1995-10-20,9999-01-01
245077,265677,Staff,1998-09-07,9999-01-01
245091,265687,Senior Engineer,1999-08-30,9999-01-01
245634,266051,Senior Engineer,1999-07-11,9999-01-01
246173,266431,Senior Staff,1999-01-11,9999-01-01
246037,266333,Senior Staff,2002-05-19,9999-01-01
246038,266333,Staff,1996-05-19,2002-05-19
245895,266235,Staff,1998-05-11,9999-01-01
245925,266257,Senior Staff,1999-06-17,9999-01-01
246188,266442,Senior Staff,2000-01-14,9999-01-01
246189,266442,Staff,1993-01-13,2000-01-14
248034,267705,Engineer,1994-10-20,9999-01-01
247209,267140,Engineer,1999-06-02,9999-01-01
247644,267437,Senior Engineer,1999-05-03,9999-01-01
246796,266856,Engineer,1998-02-01,9999-01-01
247499,267334,Engineer,1992-12-30,1999-12-31
247500,267334,Senior Engineer,1999-12-31,9999-01-01
248047,267715,Engineer,1998-04-05,9999-01-01
248643,268130,Technique Leader,1996-10-17,9999-01-01
248317,267902,Technique Leader,1997-08-01,9999-01-01
248358,267931,Engineer,1993-11-18,1998-11-18
248359,267931,Senior Engineer,1998-11-18,9999-01-01
248717,268177,Assistant Engineer,1995-01-17,2000-01-17
248718,268177,Engineer,2000-01-17,9999-01-01
249283,268562,Staff,1996-10-23,9999-01-01
249070,268408,Senior Staff,2001-06-11,9999-01-01
249071,268408,Staff,1995-06-12,2001-06-11
249894,268972,Engineer,1989-01-25,1994-01-25
249466,268680,Staff,1996-07-18,9999-01-01
249895,268972,Senior Engineer,1994-01-25,9999-01-01
251209,269854,Engineer,1996-01-27,9999-01-01
250773,269571,Senior Engineer,1991-03-24,9999-01-01
250306,269251,Senior Staff,1997-03-30,9999-01-01
250307,269251,Staff,1988-03-30,1997-03-30
252370,270631,Engineer,1997-09-21,9999-01-01
251352,269947,Engineer,1999-09-08,9999-01-01
251729,270195,Staff,1999-11-02,9999-01-01
251753,270213,Staff,1997-11-09,9999-01-01
252142,270476,Senior Staff,1990-07-23,9999-01-01
253377,271313,Engineer,1990-09-12,1995-09-12
252585,270784,Senior Staff,1995-01-07,9999-01-01
252586,270784,Staff,1987-01-07,1995-01-07
252895,270989,Staff,1999-11-23,9999-01-01
253378,271313,Senior Engineer,1995-09-12,9999-01-01
255057,272452,Engineer,1996-08-17,9999-01-01
253199,271192,Staff,1998-12-18,9999-01-01
253928,271683,Senior Staff,2002-02-01,9999-01-01
253929,271683,Staff,1997-02-01,2002-02-01
253974,271714,Assistant Engineer,1994-02-06,2000-02-06
253975,271714,Engineer,2000-02-06,9999-01-01
253144,271155,Technique Leader,1992-05-02,9999-01-01
254036,271758,Senior Staff,1997-09-04,9999-01-01
254037,271758,Staff,1989-09-04,1997-09-04
254508,272089,Senior Engineer,1986-11-17,9999-01-01
255393,272683,Staff,1998-01-22,9999-01-01
255176,272535,Senior Staff,1995-10-20,9999-01-01
255482,272740,Engineer,1994-05-02,9999-01-01
256341,273321,Senior Staff,1995-05-05,9999-01-01
256400,273360,Senior Engineer,1985-05-04,9999-01-01
256342,273321,Staff,1989-05-05,1995-05-05
257396,274011,Senior Staff,1997-06-12,9999-01-01
256799,273615,Senior Staff,1988-09-30,9999-01-01
256951,273718,Engineer,1994-03-25,2002-03-25
256952,273718,Senior Engineer,2002-03-25,9999-01-01
257045,273776,Engineer,1993-04-22,1998-04-22
257046,273776,Senior Engineer,1998-04-22,9999-01-01
257397,274011,Staff,1992-06-12,1997-06-12
257981,274399,Senior Staff,1993-08-17,9999-01-01
257771,274261,Engineer,1988-02-14,1997-02-13
257772,274261,Senior Engineer,1997-02-13,9999-01-01
257716,274225,Engineer,1999-08-25,9999-01-01
257982,274399,Staff,1987-08-18,1993-08-17
258556,274802,Engineer,1999-11-29,9999-01-01
262531,277504,Engineer,1987-04-18,1995-04-18
259424,275399,Senior Staff,1995-03-07,9999-01-01
259425,275399,Staff,1987-03-07,1995-03-07
259530,275471,Senior Staff,1993-04-07,9999-01-01
259531,275471,Staff,1988-04-07,1993-04-07
261124,276566,Technique Leader,1994-10-09,9999-01-01
261554,276848,Staff,1997-04-10,9999-01-01
262337,277369,Engineer,1999-08-31,9999-01-01
259037,275132,Senior Staff,1992-02-16,9999-01-01
259038,275132,Staff,1986-02-16,1992-02-16
259346,275344,Senior Staff,2001-05-05,9999-01-01
259347,275344,Staff,1995-05-06,2001-05-05
259402,275383,Engineer,1992-12-30,1998-12-30
259403,275383,Senior Engineer,1998-12-30,9999-01-01
259806,275663,Technique Leader,1989-01-15,9999-01-01
259821,275673,Assistant Engineer,1993-12-28,2000-12-28
259822,275673,Engineer,2000-12-28,9999-01-01
260837,276361,Engineer,1999-08-07,9999-01-01
260866,276381,Technique Leader,1996-02-25,9999-01-01
262027,277168,Engineer,1998-04-06,9999-01-01
262352,277379,Engineer,1999-03-10,9999-01-01
262532,277504,Senior Engineer,1995-04-18,9999-01-01
263008,277834,Engineer,1986-01-08,1995-01-08
262841,277717,Staff,1997-04-22,9999-01-01
263009,277834,Senior Engineer,1995-01-08,9999-01-01
263871,278416,Senior Staff,1996-10-16,9999-01-01
263700,278300,Staff,1994-10-03,9999-01-01
263330,278046,Engineer,1989-09-09,1996-09-09
263331,278046,Senior Engineer,1996-09-09,9999-01-01
264807,279060,Senior Staff,1997-12-08,9999-01-01
264300,278715,Engineer,1999-03-06,9999-01-01
264385,278772,Engineer,1995-04-29,9999-01-01
264808,279060,Staff,1991-12-09,1997-12-08
265454,279495,Assistant Engineer,1997-01-23,2002-01-23
264979,279180,Staff,2000-01-27,9999-01-01
265455,279495,Engineer,2002-01-23,9999-01-01
266545,280236,Senior Staff,1999-07-25,9999-01-01
265962,279842,Engineer,1994-03-14,2002-03-14
265963,279842,Senior Engineer,2002-03-14,9999-01-01
265975,279851,Senior Staff,2001-02-28,9999-01-01
265976,279851,Staff,1994-02-28,2001-02-28
265725,279681,Assistant Engineer,1993-10-12,9999-01-01
266163,279974,Senior Engineer,1998-01-28,9999-01-01
267951,281178,Senior Engineer,1999-07-06,9999-01-01
267477,280862,Senior Staff,1999-11-24,9999-01-01
267478,280862,Staff,1990-11-24,1999-11-24
267775,281058,Assistant Engineer,1999-01-19,9999-01-01
267840,281103,Assistant Engineer,1997-09-14,9999-01-01
267864,281120,Staff,1996-03-09,9999-01-01
267881,281131,Engineer,1998-05-04,9999-01-01
267714,281018,Staff,1999-01-31,2002-06-21
267968,281189,Engineer,1998-10-20,9999-01-01
270029,282579,Staff,1998-09-18,9999-01-01
268628,281623,Engineer,1992-07-07,1998-07-07
268629,281623,Senior Engineer,1998-07-07,9999-01-01
268653,281642,Staff,1997-12-30,9999-01-01
268718,281687,Technique Leader,1997-02-26,9999-01-01
269844,282455,Engineer,1990-01-19,1995-01-19
269845,282455,Senior Engineer,1995-01-19,9999-01-01
269938,282518,Senior Staff,2002-05-08,9999-01-01
269939,282518,Staff,1997-05-08,2002-05-08
268151,281308,Engineer,1991-01-07,1996-01-07
268152,281308,Senior Engineer,1996-01-07,9999-01-01
270195,282691,Staff,1996-08-09,9999-01-01
272589,284304,Engineer,1997-09-28,9999-01-01
272210,284050,Senior Staff,1999-02-08,9999-01-01
272246,284076,Engineer,1993-01-15,1999-01-15
272247,284076,Senior Engineer,1999-01-15,9999-01-01
270931,283188,Engineer,1988-06-10,1994-06-10
270932,283188,Senior Engineer,1994-06-10,9999-01-01
272382,284163,Engineer,1987-01-14,1996-01-14
272383,284163,Senior Engineer,1996-01-14,9999-01-01
274477,285603,Staff,1996-03-27,9999-01-01
272812,284464,Staff,1999-06-03,9999-01-01
273766,285103,Staff,1997-11-02,9999-01-01
274249,285443,Engineer,1996-09-02,9999-01-01
273551,284957,Staff,1997-10-08,9999-01-01
274543,285649,Engineer,2000-01-06,9999-01-01
274366,285528,Engineer,1994-07-05,2000-07-04
274367,285528,Senior Engineer,2000-07-04,9999-01-01
274908,285898,Staff,1998-08-21,9999-01-01
275285,286158,Technique Leader,1998-01-01,9999-01-01
275324,286184,Staff,1997-10-28,9999-01-01
275631,286389,Staff,1998-05-10,9999-01-01
275467,286278,Staff,1994-08-14,9999-01-01
276177,286764,Staff,1997-12-21,9999-01-01
276341,286880,Engineer,1995-04-14,9999-01-01
277406,287597,Engineer,1998-06-26,9999-01-01
277200,287458,Engineer,1998-03-09,9999-01-01
276452,286957,Engineer,1996-05-23,2001-05-23
276453,286957,Senior Engineer,2001-05-23,9999-01-01
